"sample","scientific","maxn","type","longitude","latitude","date","time","time.out","site","location","status","depth","observer","maxn.complete.yyyymmdd","maxn.checker","successful.count","successful.length","left.cam","right.cam","rear.cam","video.notes","raw.hd","con.hd","forward.habitat.image.saved","backward.habitat.image.saved","habitat.classification","length.analyst","length.complete.date.yyyymmdd","notes"
"15.12","species.richness",8,"new",113.7899349,-22.14381158,16082019,08:39:00,09:53:00,15,"Ningaloo Marine Park","NA","110","Charlotte Aston",20191031,NA,"Yes",NA,373,374,439,"White whale. Missing backwards",2,"2","Yes","No","20200305",NA,"NA",NA
"16.01","species.richness",6,"legacy",113.80074,-22.12155,16082019,10:22:00,11:28:00,18,"Ningaloo Marine Park","NA","101","Charlotte Aston",20191031,NA,"Yes",NA,372,371,564,NA,2,"2","Yes","Yes","20200305",NA,"NA",NA
"16.02","species.richness",5,"legacy",113.79192,-22.11624,16082019,10:28:00,11:37:00,16,"Ningaloo Marine Park","NA","145","Charlotte Aston",20191031,NA,"Yes",NA,373,374,439,"Good habitat",2,"2","Yes","Yes","20200305 check for weird hydroids",NA,"NA",NA
"16.03","species.richness",9,"legacy",113.7967,-22.10669,16082019,10:39:00,11:48:00,16,"Ningaloo Marine Park","NA","190","Charlotte Aston",20191101,NA,"Yes",NA,367,368,440,NA,2,"2","Yes","Yes","20200305",NA,"NA",NA
"16.05","species.richness",22,"legacy",113.82563,-22.0856,16082019,11:00:00,12:23:00,16,"Ningaloo Marine Park","NA","85","Charlotte Aston",20191107,NA,"Yes",NA,369,370,422,NA,2,"2","Yes","Yes","20200305",NA,"NA",NA
"17.08","species.richness",12,"new",113.8193929,-22.0943763,16082019,10:53:00,12:15:00,17,"Ningaloo Marine Park","NA","90","Charlotte Aston",20191101,NA,"Yes",NA,378,377,423,NA,2,"2","Yes","Yes","20200305",NA,"NA",NA
"18.01","species.richness",13,"new",113.812266,-22.06954369,16082019,12:33:00,13:35:00,18,"Ningaloo Marine Park","NA","91","Charlotte Aston",20191101,NA,"Yes",NA,369,370,422,NA,2,"2","Yes","Yes","20200305",NA,"NA",NA
"18.02","species.richness",6,"new",113.8120284,-22.06517499,16082019,12:38:00,13:42:00,18,"Ningaloo Marine Park","NA","91","Charlotte Aston",20191101,NA,"Yes",NA,378,377,423,"Cool hammer footage. Not sure about the grandoculis/griseus in these video",2,"2","Yes","Yes","20200305",NA,"NA",NA
"18.03","species.richness",6,"new",113.8082274,-22.06563485,16082019,12:46:00,13:53:00,18,"Ningaloo Marine Park","NA","117","Charlotte Aston",20191104,NA,"Yes",NA,375,376,420,NA,2,"2","Yes","Yes","20200305",NA,"NA",NA
"18.04","species.richness",14,"new",113.810603,-22.06172601,16082019,12:50:00,14:01:00,18,"Ningaloo Marine Park","NA","134","Charlotte Aston",20190830,"Brooke","Yes",NA,367,368,440,"Converted wrong. Hammerhead.",2,"2 (subfolder)","Yes","Yes","20200305","Charlotte Aston","20191205",NA
"18.07","species.richness",19,"new",113.8281828,-22.06264574,16082019,12:54:00,14:10:00,18,"Ningaloo Marine Park","NA","109","Charlotte Aston",20191104,NA,"Yes",NA,373,374,439,NA,2,"2","Yes","Yes","20200305",NA,"NA",NA
"18.08","species.richness",5,"new",113.823194,-22.0725328,16082019,12:58:00,14:16:00,18,"Ningaloo Marine Park","NA","96","Charlotte Aston",20191104,NA,"Yes",NA,372,371,564,NA,2,"2","Yes","Yes","20200305",NA,"NA",NA
"19.01","species.richness",7,"legacy",113.82289,-22.01347,16082019,14:42:00,15:44:00,19,"Ningaloo Marine Park","NA","107","Charlotte Aston",20191104,NA,"Yes",NA,372,371,564,"Pelagic BRUVs deployed",2,"2","Yes","Yes","20200305",NA,"NA",NA
"19.02","species.richness",9,"new",113.821531,-22.00792203,16082019,14:44:00,15:53:00,19,"Ningaloo Marine Park","NA","122","Charlotte Aston",20191104,NA,"Yes",NA,373,374,439,"Pelagic BRUVs deployed",2,"2","Yes","Yes","20200305",NA,"NA",NA
"19.03","species.richness",7,"new",113.8305585,-22.00286353,16082019,14:55:00,16:07:00,19,"Ningaloo Marine Park","NA","99","Charlotte Aston",20191105,NA,"Yes",NA,378,377,423,NA,2,"2","Yes","Yes","20200305",NA,"NA",NA
"19.04","species.richness",8,"new",113.8255696,-22.00056422,16082019,14:49:00,15:59:00,19,"Ningaloo Marine Park","NA","109","Charlotte Aston",20191105,NA,"Yes",NA,367,368,440,"Pelagic BRUVs deployed",2,"2","Yes","Yes","20200305",NA,"NA",NA
"19.05","species.richness",12,"new",113.8291331,-21.99757511,16082019,14:59:00,16:15:00,19,"Ningaloo Marine Park","NA","101","Charlotte Aston",20191106,NA,"Yes",NA,369,370,422,NA,2,"2","Yes","Yes","20200305",NA,"NA",NA
"19.08","species.richness",7,"new",113.8234315,-21.99412613,16082019,15:03:00,16:22:00,19,"Ningaloo Marine Park","NA","130","Charlotte Aston",20191106,NA,"Yes",NA,375,376,420,"Pelagic BRUVs deployed",2,"2","Yes","Yes","20200305",NA,"NA",NA
"23.01","species.richness",7,"new",114.0835652,-21.68647769,17082019,13:22:00,14:40:00,23,"Ningaloo Marine Park","NA","102","Charlotte Aston",20191111,NA,"Yes",NA,373,374,439,NA,3,"2","Yes","Yes","20200305",NA,"NA",NA
"23.02","species.richness",7,"new",114.0785763,-21.68555797,17082019,13:28:00,14:48:00,23,"Ningaloo Marine Park","NA","106","Charlotte Aston",20191111,NA,"Yes",NA,367,368,440,NA,3,"2","Yes","Yes","20200305",NA,"NA",NA
"23.03","species.richness",7,"new",114.0811896,-21.68233893,17082019,13:31:00,14:54:00,23,"Ningaloo Marine Park","NA","109","Charlotte Aston",20191111,NA,"Yes",NA,378,377,423,"Backwards camera wasn't turned on. Photos start here",3,"2","Yes","Yes","20200305",NA,"NA",NA
"23.04","species.richness",5,"new",114.0845155,-21.67980968,17082019,13:35:00,15:01:00,23,"Ningaloo Marine Park","NA","110","Charlotte Aston",20191112,NA,"Yes",NA,369,370,422,NA,3,"2","Yes","Yes","20200305",NA,"NA",NA
"23.06","species.richness",9,"new",114.0944932,-21.67475118,17082019,13:46:00,15:09:00,23,"Ningaloo Marine Park","NA","107","Charlotte Aston",20191112,NA,"Yes",NA,375,376,420,NA,3,"2","Yes","Yes","20200305",NA,"NA",NA
"23.09","species.richness",9,"new",114.0747,-21.706867,17082019,13:13:00,14:24:00,23,"Ningaloo Marine Park","NA","67","Charlotte Aston",20191112,NA,"Yes",NA,372,371,564,"21 24.412S 114 4.482E",3,"2","Yes","Yes","20200305",NA,"NA",NA
"30.02","species.richness",11,"new",113.90722,-21.90687,17082019,10:08:00,11:19:00,30,"Ningaloo Marine Park","NA","69","Charlotte Aston",20191115,NA,"Yes",NA,369,370,422,"Bouncing",3,"2","Yes","Yes","20200305",NA,"NA",NA
"30.03","species.richness",12,"new",113.91082,-21.89999,17082019,10:13:00,11:28:00,30,"Ningaloo Marine Park","NA","67","Charlotte Aston",20191115,NA,"Yes",NA,378,377,423,NA,3,"2","Yes","Yes","20200305",NA,"NA",NA
"30.04","species.richness",15,"new",113.91423,-21.89513,17082019,10:16:00,11:36:00,30,"Ningaloo Marine Park","NA","69","Charlotte Aston",20191115,NA,"Yes",NA,367,368,440,NA,3,"2","Yes","Yes","20200305",NA,"NA",NA
"30.05","species.richness",13,"new",113.91801,-21.88983,17082019,10:20:00,11:44:00,30,"Ningaloo Marine Park","NA","68","Charlotte Aston",20191115,NA,"Yes",NA,373,374,439,NA,3,"2","Yes","Yes","20200305",NA,"NA",NA
"30.06","species.richness",16,"new",113.9202,-21.8876,17082019,10:23:00,11:49:00,30,"Ningaloo Marine Park","NA","66","Charlotte Aston",20190902,"Todd","Yes",NA,372,371,564,"Sunny but windy. Lobster. Converted wrong.",3,"2 (subfolder)","Yes","Yes","20200305","Charlotte Aston","20191205","Measurements accepted at high RMS. Ask about nematophorus"
"31.02","species.richness",14,"new",114.09,-21.6919667,17082019,15:29:00,16:36:00,31,"Ningaloo Marine Park","NA","71","Charlotte Aston",20190903,"Todd","Yes",NA,369,370,422,"Filmed 30 on lab sheet. Converted wrong.",3,"2","Yes","Yes","20200305","Charlotte Aston","20200403",NA
"31.05","species.richness",8,"new",114.0814333,-21.70045,17082019,15:39:00,16:52:00,31,"Ningaloo Marine Park","NA","67","Charlotte Aston",20190903,"Todd","Yes",NA,373,374,439,"Converted wrong.",3,"2 (subfolder)","Yes","Yes","20200305","Charlotte Aston","20200304",NA
